PLAYER,TEAM,INJURY1,INJURY2,STATUS,DATE1,DATE2,DAYS,CASH EARNED,first_name,last_name,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last,DATE1_NEW,DATE2_NEW,Year
Andrew Heaney,,,Healthy,,,,,,andrew,heaney,571760,heana001,heanean01,15423,2014,2020,,,2020
Clayton Kershaw,,,Healthy,,,,,,clayton,kershaw,477132,kersc001,kershcl01,2036,2008,2020,,,2020
Zach Davies,,,Healthy,,,,,,zach,davies,605200,daviz001,davieza02,13183,2015,2020,,,2020
Chris Bassitt,,,Healthy,,,,,,chris,bassitt,605135,bassc001,bassich01,12304,2014,2020,,,2020
Brad Keller,,,Healthy,,,,,,brad,keller,641745,kellb003,kellebr01,15734,2018,2020,,,2020
Julio Urias,,,Healthy,,,,,,julio,urias,628711,uriaj001,uriasju01,14765,2016,2020,,,2020
Patrick Corbin,,,Healthy,,,,,,patrick,corbin,571578,corbp001,corbipa01,9323,2012,2020,,,2020
Aaron Civale,,,Healthy,,,,,,aaron,civale,650644,civaa001,civalaa01,19479,2019,2020,,,2020
Tyler Glasnow,,,Healthy,,,,,,tyler,glasnow,607192,glast001,glasnty01,14374,2016,2020,,,2020
Jose Berrios,,,Healthy,,,,,,jose,berrios,621244,berrj001,berrijo01,14168,2016,2020,,,2020
Antonio Senzatela,,,Healthy,,,,,,antonio,senzatela,622608,senza001,senzaan01,15488,2017,2020,,,2020
Sean Manaea,,,Healthy,,,,,,sean,manaea,640455,manas001,manaese01,15873,2016,2020,,,2020
Adam Wainwright,,,Healthy,,,,,,adam,wainwright,425794,waina001,wainwad01,2233,2005,2020,,,2020
Brady Singer,,,Healthy,,,,,,brady,singer,663903,singb001,singebr01,-1,2020,2020,,,2020
Kyle Freeland,,,Healthy,,,,,,kyle,freeland,607536,freek001,freelky01,16256,2017,2020,,,2020
Ryan Yarbrough,,,Healthy,,,,,,ryan,yarbrough,642232,yarbr001,yarbrry01,16502,2018,2020,,,2020
Mike Minor,,,Healthy,,,,,,mike,minor,501985,minom001,minormi01,10021,2010,2020,,,2020
Jesus Luzardo,,,Healthy,,,,,,jesus,luzardo,666200,luzaj001,luzarje01,19959,2019,2020,,,2020
Griffin Canning,,,Healthy,,,,,,griffin,canning,656288,canng001,cannigr01,19867,2019,2020,,,2020
Tyler Anderson,,,Healthy,,,,,,tyler,anderson,542881,andet002,anderty01,12880,2016,2020,,,2020
Garrett Richards,,,Healthy,,,,,,garrett,richards,572070,richg002,richaga01,9784,2011,2020,,,2020
Mike Fiers,,,Healthy,,,,,,mike,fiers,571666,fierm001,fiersmi01,7754,2011,2020,,,2020
Logan Webb,,,Healthy,,,,,,logan,webb,657277,webbl001,webblo01,17995,2019,2020,,,2020
Taijuan Walker,,,Healthy,,,,,,taijuan,walker,592836,walkt004,walketa01,11836,2013,2020,,,2020
Blake Snell,,,Healthy,,,,,,blake,snell,605483,snelb001,snellbl01,13543,2016,2020,,,2020
Alex Cobb,,,Healthy,,,,,,alex,cobb,502171,cobba001,cobbal01,6562,2011,2020,,,2020
Danny Duffy,,,Healthy,,,,,,danny,duffy,518633,duffd001,duffyda01,3542,2011,2020,,,2020
Luke Weaver,,,Healthy,,,,,,luke,weaver,596133,weavl001,weavelu01,16918,2016,2020,,,2020
Kris Bubic,,,Healthy,,,,,,kris,bubic,663460,bubik001,bubickr01,-1,2020,2020,,,2020
Johnny Cueto,,,Healthy,,,,,,johnny,cueto,456501,cuetj001,cuetojo01,6893,2008,2020,,,2020
Cristian Javier,,,Healthy,,,,,,cristian,javier,664299,javic001,javiecr01,-1,2020,2020,,,2020
Frankie Montas,,,Healthy,,,,,,frankie,montas,593423,montf001,montafr02,14309,2015,2020,,,2020
Adrian Houser,,,Healthy,,,,,,adrian,houser,605288,housa001,housead01,12718,2015,2020,,,2020
Dustin May,,,Healthy,,,,,,dustin,may,669160,may-d003,maydu01,19716,2019,2020,,,2020
Martin Perez,,,Healthy,,,,,,martin,perez,527048,perem004,perezma02,6902,2012,2020,,,2020
Chris Paddack,,,Healthy,,,,,,chris,paddack,663978,paddc001,paddach01,20099,2019,2020,,,2020
Kyle Gibson,,,Healthy,,,,,,kyle,gibson,502043,gibsk002,gibsoky01,10123,2013,2020,,,2020
Jon Lester,,,Healthy,,,,,,jon,lester,452657,lestj001,lestejo01,4930,2006,2020,,,2020
Anibal Sanchez,,,Healthy,,,,,,anibal,sanchez,434671,sanca004,sanchan01,3284,2006,2020,,,2020
Alec Mills,,,Healthy,,,,,,alec,mills,621219,milla003,millsal02,13834,2016,2020,,,2020
Jordan Lyles,,,Healthy,,,,,,jordan,lyles,543475,lylej001,lylesjo01,7593,2011,2020,,,2020
Erick Fedde,,,Healthy,,,,,,erick,fedde,607200,fedde001,feddeer01,17425,2017,2020,,,2020
Trevor Williams,,,Healthy,,,,,,trevor,williams,592866,willt002,willitr01,16977,2016,2020,,,2020
Robbie Ray,,,Healthy,,,,,,robbie,ray,592662,ray-r002,rayro02,11486,2014,2020,,,2020
Dylan Cease,,,Healthy,,,,,,dylan,cease,656302,ceasd001,ceasedy01,18525,2019,2020,,,2020
