PLAYER,TEAM,INJURY1,INJURY2,STATUS,DATE1,DATE2,DAYS,CASH EARNED,first_name,last_name,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last,DATE1_NEW,DATE2_NEW,Year
James Paxton,SEA,Back,Arm,10-day,7/13 - 7/30,8/15 - 9/1,36,"$948,384 ",james,paxton,572020,paxtj001,paxtoja01,11828,2013,2020,7/13/2018,8/15/2018,2018
Danny Duffy,KC,,Shoulder,10-day,,8/13 - 8/23,11,"$827,959 ",danny,duffy,518633,duffd001,duffyda01,3542,2011,2020,,8/13/2018,2018
Max Fried,ATL,,Finger,10-day,,7/6 - 7/28,43,"$125,990 ",max,fried,608331,friem001,friedma01,13743,2017,2020,,7/6/2018,2018
Antonio Senzatela,COL,Finger,Shoulder,10-day,7/13 - 7/22,8/5 - 8/18,24,"$70,320 ",antonio,senzatela,622608,senza001,senzaan01,15488,2017,2020,7/13/2018,8/5/2018,2018
Lance McCullers,HOU,,Elbow,10-day,,8/5 - 9/24,51,"$671,772 ",lance,mccullers,118617,mccul001,mcculla01,1008436,1985,1992,,8/5/2018,2018
Lance McCullers,HOU,,Elbow,10-day,,8/5 - 9/24,51,"$671,772 ",lance,mccullers,621121,mccul002,mcculla02,14120,2015,2020,,8/5/2018,2018
Alex Wood,LAD,,Arm,10-day,,8/4 - 8/14,11,"$354,838 ",alex,wood,622072,wooda002,woodal02,13781,2013,2020,,8/4/2018,2018
Steven Matz,NYM,,Arm,10-day,,8/3 - 8/16,14,"$43,428 ",steven,matz,571927,matzs001,matzst01,13361,2015,2020,,8/3/2018,2018
Johnny Cueto,SF,Elbow,Elbow Tommy John,10-day,5/2 - 7/5,8/2 - 10/1,133,"$15,016,099 ",johnny,cueto,456501,cuetj001,cuetojo01,6893,2008,2020,5/2/2018,8/2/2018,2018
Carlos Martinez,STL,Arm,Shoulder,10-day,5/10 - 6/5,7/31 - 8/21,59,"$3,647,852 ",carlos,martinez,118360,martc002,martica02,1008158,1988,1995,5/10/2018,7/31/2018,2018
Carlos Martinez,STL,Arm,Shoulder,10-day,5/10 - 6/5,7/31 - 8/21,59,"$3,647,852 ",carlos,martinez,593372,martc006,martica04,11682,2013,2020,5/10/2018,7/31/2018,2018
Carlos Martinez,STL,Arm,Shoulder,10-day,5/10 - 6/5,7/31 - 8/21,59,"$3,647,852 ",carlos,martinez,465593,martc004,martica03,3167,2006,2009,5/10/2018,7/31/2018,2018
Eric Lauer,SD,,Arm,10-day,,7/31 - 8/31,32,"$93,760 ",eric,lauer,641778,lauee001,lauerer01,19316,2018,2020,,7/31/2018,2018
Stephen Strasburg,WSH,Shoulder,Shoulder,10-day,6/9 - 7/20,7/25 - 8/22,71,"$5,726,434 ",stephen,strasburg,544931,stras001,strasst01,10131,2010,2020,6/9/2018,7/25/2018,2018
Blake Snell,TB,,Shoulder,10-day,,7/23 - 8/4,13,"$39,013 ",blake,snell,605483,snelb001,snellbl01,13543,2016,2020,,7/23/2018,2018
Noah Syndergaard,NYM,,Finger,10-day,,5/29 - 7/13,57,"$911,715 ",noah,syndergaard,592789,syndn001,syndeno01,11762,2015,2019,,5/29/2018,2018
Jeff Samardzija,SF,Pectoral,Shoulder,10-day,5/30 - 7/7,7/15 - 10/1,141,"$15,009,732 ",jeff,samardzija,502188,samaj001,samarje01,3254,2008,2020,5/30/2018,7/15/2018,2018
Zach Eflin,PHI,,Finger,10-day,,7/15 - 7/23,9,"$26,370 ",zach,eflin,621107,efliz001,eflinza01,13774,2016,2020,,7/15/2018,2018
Aaron Slegers,MIN,,Shoulder,60-day,,7/14 - 9/26,75,"$219,750 ",aaron,slegers,642083,slega001,slegeaa01,15231,2017,2020,,7/14/2018,2018
Shelby Miller,ARI,,Elbow Tommy John,60-day,,7/12 - 9/29,169,"$4,452,136 ",shelby,miller,571946,mills001,millesh01,10197,2012,2019,,7/12/2018,2018
Garrett Richards,LAA,,Elbow,10-day,,6/15 - 7/4,103,"$4,042,441 ",garrett,richards,572070,richg002,richaga01,9784,2011,2020,,6/15/2018,2018
Paul Blackburn,OAK,,Elbow,60-day,,7/8 - 10/1,157,"$462,208 ",paul,blackburn,621112,blacp001,blackpa01,14739,2017,2020,,7/8/2018,2018
Joe Musgrove,PIT,Shoulder,Finger,10-day,4/2 - 5/25,7/3 - 7/10,62,"$190,340 ",joe,musgrove,605397,musgj001,musgrjo01,12970,2016,2020,4/2/2018,7/3/2018,2018
Sandy Alcantara,MIA,,Arm,10-day,,7/3 - 8/6,35,"$102,550 ",sandy,alcantara,645261,alcas001,alcansa01,18684,2017,2020,,7/3/2018,2018
Chad Bettis,COL,,Finger,10-day,,7/3 - 8/7,36,"$387,108 ",chad,bettis,518452,bettc001,bettich01,10587,2013,2019,,7/3/2018,2018
Chad Kuhl,PIT,,Arm,60-day,,6/29 - 10/1,95,"$291,365 ",chad,kuhl,641771,kuhlc001,kuhlch01,14975,2016,2020,,6/29/2018,2018
Walker Buehler,LAD,Shoulder,Shoulder,10-day,6/12 - 6/28,6/29 - 7/13,32,"$93,760 ",walker,buehler,621111,buehw001,buehlwa01,19374,2017,2020,6/12/2018,6/29/2018,2018
John Lamb,LAA,,Shoulder,60-day,,6/27 - 10/1,97,"$284,210 ",john,lamb,117429,lambj101,lambjo01,1007276,1970,1973,,6/27/2018,2018
John Lamb,LAA,,Shoulder,60-day,,6/27 - 10/1,97,"$284,210 ",john,lamb,543424,lambj002,lambjo02,8493,2015,2018,,6/27/2018,2018
Caleb Smith,MIA,,Shoulder,60-day,,6/25 - 10/1,99,"$580,140 ",caleb,smith,592761,smitc006,smithca03,14875,2017,2020,,6/25/2018,2018
Jason Vargas,NYM,,Hand,10-day,,3/29 - 4/28,65,"$2,096,770 ",jason,vargas,450306,vargj001,vargaja01,8044,2005,2019,,3/29/2018,2018
Jordan Lyles,SD,,Elbow,10-day,,6/24 - 7/29,36,"$145,152 ",jordan,lyles,543475,lylej001,lylesjo01,7593,2011,2020,,6/24/2018,2018
Aaron Sanchez,TOR,,Finger,60-day,,6/23 - 8/25,64,"$929,024 ",aaron,sanchez,592717,sanca006,sanchaa01,11490,2014,2019,,6/23/2018,2018
Jose Urena,MIA,,Shoulder,10-day,,6/22 - 7/4,13,"$38,090 ",jose,urena,570632,urenj001,urenajo01,11589,2015,2020,,6/22/2018,2018
Carlos Carrasco,CLE,,Elbow,10-day,,6/17 - 7/6,20,"$860,220 ",carlos,carrasco,471911,carrc003,carraca01,6632,2009,2020,,6/17/2018,2018
Mike Foltynewicz,ATL,,Arm,10-day,,6/16 - 6/25,10,"$118,280 ",mike,foltynewicz,592314,foltm001,foltymi01,10811,2014,2020,,6/16/2018,2018
Shohei Ohtani,LAA,,Elbow,10-day,,6/8 - 7/3,26,"$76,180 ",shohei,ohtani,660271,ohtas001,ohtansh01,19755,2018,2020,,6/8/2018,2018
Dennis Santana,LAD,,Shoulder,10-day,,6/8 - 10/1,116,"$339,880 ",dennis,santana,642701,santd003,santade01,17878,2018,2020,,6/8/2018,2018
Julio Teheran,ATL,,Thumb,10-day,,6/5 - 6/16,12,"$526,884 ",julio,teheran,527054,tehej001,teherju01,6797,2011,2020,,6/5/2018,2018
Daniel Gossett,OAK,,Elbow,60-day,,6/5 - 10/1,119,"$350,336 ",daniel,gossett,605254,gossd001,gosseda01,16164,2017,2018,,6/5/2018,2018
Zach Davies,MIL,Shoulder,Shoulder,10-day,5/3 - 5/24,6/1 - 8/23,106,"$325,950 ",zach,davies,605200,daviz001,davieza02,13183,2015,2020,5/3/2018,6/1/2018,2018
Ryan Carpenter,DET,,Oblique,10-day,,6/1 - 7/26,56,"$164,080 ",ryan,carpenter,543001,carpr001,carpery01,12699,2018,2019,,6/1/2018,2018
Clayton Kershaw,LAD,Biceps,Back,10-day,5/6 - 5/31,6/1 - 6/23,49,"$8,693,531 ",clayton,kershaw,477132,kersc001,kershcl01,2036,2008,2020,5/6/2018,6/1/2018,2018
Ivan Nova,PIT,,Finger,10-day,,5/28 - 6/10,14,"$639,786 ",ivan,nova,467100,novai001,novaiv01,1994,2010,2020,,5/28/2018,2018
Yu Darvish,CHC,,Arm,10-day,,5/7 - 5/15,138,"$18,548,442 ",yu,darvish,506433,darvy001,darviyu01,13074,2012,2020,,5/7/2018,2018
Rich Hill,LAD,Finger,Finger,10-day,4/18 - 5/8,5/20 - 6/19,52,"$4,473,144 ",rich,hill,448179,hillr001,hillri01,4806,2005,2020,4/18/2018,5/20/2018,2018
Andrew Triggs,OAK,,Arm,60-day,,5/18 - 10/1,137,"$405,109 ",andrew,triggs,592811,triga001,triggan01,13533,2016,2020,,5/18/2018,2018
Chris Tillman,BAL,,Back,10-day,,5/11 - 7/20,71,"$1,145,159 ",chris,tillman,501957,tillc001,tillmch01,5279,2009,2018,,5/11/2018,2018
Braden Shipley,ARI,,Elbow,10-day,,5/8 - 5/18,11,"$32,230 ",braden,shipley,640463,shipb001,shiplbr01,15158,2016,2018,,5/8/2018,2018
Jordan Zimmermann,DET,,Shoulder,10-day,,5/8 - 6/16,40,"$5,161,280 ",jordan,zimmermann,519455,zimmj003,zimmejo02,4505,2009,2020,,5/8/2018,2018
Jacob deGrom,NYM,,Elbow,10-day,,5/6 - 5/13,8,"$318,280 ",jacob,degrom,594798,degrj001,degroja01,10954,2014,2020,,5/6/2018,2018
Jordan Montgomery,NYY,,Elbow,60-day,,5/4 - 10/1,151,"$471,271 ",jordan,montgomery,656756,montj004,montgjo01,16511,2017,2020,,5/4/2018,2018
Erasmo Ramirez,SEA,,Ribs,10-day,,5/1 - 8/12,129,"$2,912,949 ",erasmo,ramirez,285063,ramie001,ramirer01,1699,2003,2007,,5/1/2018,2018
Erasmo Ramirez,SEA,,Ribs,10-day,,5/1 - 8/12,129,"$2,912,949 ",erasmo,ramirez,541640,ramie004,ramirer02,10314,2012,2020,,5/1/2018,2018
Yonny Chirinos,TB,,Arm,10-day,,5/1 - 6/4,35,"$102,550 ",yonny,chirinos,630023,chiry001,chiriyo01,16401,2018,2020,,5/1/2018,2018
Martin Perez,TEX,,Elbow,10-day,,4/30 - 7/14,84,"$2,709,672 ",martin,perez,527048,perem004,perezma02,6902,2012,2020,,4/30/2018,2018
Ben Lively,PHI,,Back,10-day,,4/27 - 5/10,14,"$41,398 ",ben,lively,594902,liveb001,livelbe01,14932,2017,2019,,4/27/2018,2018
Anibal Sanchez,ATL,,Hamstring,10-day,,4/18 - 5/29,42,"$225,792 ",anibal,sanchez,434671,sanca004,sanchan01,3284,2006,2020,,4/18/2018,2018
Taijuan Walker,ARI,,Arm,60-day,,4/15 - 10/1,170,"$4,409,970 ",taijuan,walker,592836,walkt004,walketa01,11836,2013,2020,,4/15/2018,2018
Matt Shoemaker,LAA,,Arm,60-day,,4/3 - 9/3,154,"$3,415,258 ",matt,shoemaker,533167,shoem001,shoemma01,4776,2013,2020,,4/3/2018,2018
Max Scherzer,,,Healthy,,,,,,max,scherzer,453286,schem001,scherma01,3137,2008,2020,,,2018
Justin Verlander,,,Healthy,,,,,,justin,verlander,434378,verlj001,verlaju01,8700,2005,2020,,,2018
Gerrit Cole,,,Healthy,,,,,,gerrit,cole,543037,coleg001,colege01,13125,2013,2020,,,2018
Patrick Corbin,,,Healthy,,,,,,patrick,corbin,571578,corbp001,corbipa01,9323,2012,2020,,,2018
Trevor Bauer,,,Healthy,,,,,,trevor,bauer,545333,bauet001,bauertr01,12703,2012,2020,,,2018
Corey Kluber,,,Healthy,,,,,,corey,kluber,446372,klubc001,klubeco01,2429,2011,2020,,,2018
Aaron Nola,,,Healthy,,,,,,aaron,nola,605400,nolaa001,nolaaa01,16149,2015,2020,,,2018
Luis Severino,,,Healthy,,,,,,luis,severino,622663,sevel001,severlu01,15890,2015,2019,,,2018
Miles Mikolas,,,Healthy,,,,,,miles,mikolas,571945,mikom001,mikolmi01,9803,2012,2019,,,2018
Mike Clevinger,,,Healthy,,,,,,mike,clevinger,605182,clevm001,clevimi01,12808,2016,2020,,,2018
German Marquez,,,Healthy,,,,,,german,marquez,608566,marqg001,marquge01,15038,2016,2020,,,2018
Kyle Freeland,,,Healthy,,,,,,kyle,freeland,607536,freek001,freelky01,16256,2017,2020,,,2018
Jameson Taillon,,,Healthy,,,,,,jameson,taillon,592791,tailj001,taillja01,11674,2016,2019,,,2018
Kyle Hendricks,,,Healthy,,,,,,kyle,hendricks,543294,hendk001,hendrky01,12049,2014,2020,,,2018
Dallas Keuchel,,,Healthy,,,,,,dallas,keuchel,572971,keucd001,keuchda01,9434,2012,2020,,,2018
Jose Berrios,,,Healthy,,,,,,jose,berrios,621244,berrj001,berrijo01,14168,2016,2020,,,2018
Zack Greinke,,,Healthy,,,,,,zack,greinke,425844,greiz001,greinza01,1943,2004,2020,,,2018
Andrew Heaney,,,Healthy,,,,,,andrew,heaney,571760,heana001,heanean01,15423,2014,2020,,,2018
Nick Pivetta,,,Healthy,,,,,,nick,pivetta,601713,piven001,pivetni01,15454,2017,2020,,,2018
Lance Lynn,,,Healthy,,,,,,lance,lynn,458681,lynnl001,lynnla01,2520,2011,2020,,,2018
Trevor Williams,,,Healthy,,,,,,trevor,williams,592866,willt002,willitr01,16977,2016,2020,,,2018
Shane Bieber,,,Healthy,,,,,,shane,bieber,669456,biebs001,biebesh01,19427,2018,2020,,,2018
Kyle Gibson,,,Healthy,,,,,,kyle,gibson,502043,gibsk002,gibsoky01,10123,2013,2020,,,2018
Jake Odorizzi,,,Healthy,,,,,,jake,odorizzi,543606,odorj001,odorija01,6397,2012,2020,,,2018
Vince Velasquez,,,Healthy,,,,,,vince,velasquez,592826,velav001,velasvi01,11189,2015,2020,,,2018
Brad Keller,,,Healthy,,,,,,brad,keller,641745,kellb003,kellebr01,15734,2018,2020,,,2018
Chris Archer,,,Healthy,,,,,,chris,archer,502042,archc001,archech01,6345,2012,2019,,,2018
Mike Minor,,,Healthy,,,,,,mike,minor,501985,minom001,minormi01,10021,2010,2020,,,2018
Jon Gray,,,Healthy,,,,,,jon,gray,592351,grayj003,grayjo02,14916,2015,2020,,,2018
Kenta Maeda,,,Healthy,,,,,,kenta,maeda,628317,maedk001,maedake01,18498,2016,2020,,,2018
Rick Porcello,,,Healthy,,,,,,rick,porcello,519144,porcr001,porceri01,2717,2009,2020,,,2018
David Price,,,Healthy,,,,,,david,price,456034,pricd001,priceda01,3184,2008,2019,,,2018
Zack Godley,,,Healthy,,,,,,zack,godley,643327,godlz001,godleza01,14862,2015,2020,,,2018
Masahiro Tanaka,,,Healthy,,,,,,masahiro,tanaka,547888,tanam001,tanakma01,15764,2014,2020,,,2018
Tyler Skaggs,,,Healthy,,,,,,tyler,skaggs,572140,skagt001,skaggty01,10190,2012,2019,,,2018
Jhoulys Chacin,,,Healthy,,,,,,jhoulys,chacin,468504,chacj001,chacijh01,2608,2009,2020,,,2018
Kevin Gausman,,,Healthy,,,,,,kevin,gausman,592332,gausk001,gausmke01,14107,2013,2020,,,2018
Reynaldo Lopez,,,Healthy,,,,,,reynaldo,lopez,625643,loper003,lopezre01,16400,2016,2020,,,2018
Jack Flaherty,,,Healthy,,,,,,jack,flaherty,656427,flahj002,flaheja01,17479,2017,2020,,,2018
Derek Holland,,,Healthy,,,,,,derek,holland,502706,holld003,hollade01,4141,2009,2020,,,2018
Cole Hamels,,,Healthy,,,,,,cole,hamels,430935,hamec001,hamelco01,4972,2006,2020,,,2018
Mike Leake,,,Healthy,,,,,,mike,leake,502190,leakm001,leakemi01,10130,2010,2019,,,2018
CC Sabathia,,,Healthy,,,,,,cc,sabathia,282332,sabac001,sabatc.01,404,2001,2019,,,2018
Gio Gonzalez,,,Healthy,,,,,,gio,gonzalez,461829,gonzg003,gonzagi01,7448,2008,2020,,,2018
Tanner Roark,,,Healthy,,,,,,tanner,roark,543699,roart001,roarkta01,8753,2013,2020,,,2018
Nathan Eovaldi,,,Healthy,,,,,,nathan,eovaldi,543135,eovan001,eovalna01,9132,2011,2020,,,2018
Ross Stripling,,,Healthy,,,,,,ross,stripling,548389,strir001,stripro01,13273,2016,2020,,,2018
Luis Castillo,,,Healthy,,,,,,luis,castillo,112116,castl001,castilu01,513,1996,2010,,,2018
Luis Castillo,,,Healthy,,,,,,luis,castillo,622491,castl003,castilu02,15689,2017,2020,,,2018
Eduardo Rodriguez,,,Healthy,,,,,,eduardo,rodriguez,593958,rodre004,rodried05,13164,2015,2019,,,2018
Eduardo Rodriguez,,,Healthy,,,,,,eduardo,rodriguez,121350,rodre102,rodried01,1011102,1973,1979,,,2018
Trevor Cahill,,,Healthy,,,,,,trevor,cahill,502239,cahit001,cahiltr01,6249,2009,2020,,,2018
Jon Lester,,,Healthy,,,,,,jon,lester,452657,lestj001,lestejo01,4930,2006,2020,,,2018
Jake Arrieta,,,Healthy,,,,,,jake,arrieta,453562,arrij001,arrieja01,4153,2010,2020,,,2018
Sean Newcomb,,,Healthy,,,,,,sean,newcomb,656794,newcs001,newcose01,16943,2017,2020,,,2018
Tyler Anderson,,,Healthy,,,,,,tyler,anderson,542881,andet002,anderty01,12880,2016,2020,,,2018
Dereck Rodriguez,,,Healthy,,,,,,dereck,rodriguez,605446,rodrd001,rodride01,14509,2018,2020,,,2018
Jose Quintana,,,Healthy,,,,,,jose,quintana,500779,quinj001,quintjo01,11423,2012,2020,,,2018
Robbie Erlin,,,Healthy,,,,,,robbie,erlin,572362,erlir001,erlinro01,10354,2013,2020,,,2018
Matt Harvey,,,Healthy,,,,,,matt,harvey,518774,harvm001,harvema01,11713,2012,2020,,,2018
Junior Guerra,,,Healthy,,,,,,junior,guerra,448855,guerj003,guerrju02,5702,2015,2020,,,2018
Wade LeBlanc,,,Healthy,,,,,,wade,leblanc,453281,leblw001,leblawa01,5221,2008,2020,,,2018
Seth Lugo,,,Healthy,,,,,,seth,lugo,607625,lugos001,lugose01,12447,2016,2020,,,2018
Alex Cobb,,,Healthy,,,,,,alex,cobb,502171,cobba001,cobbal01,6562,2011,2020,,,2018
Sonny Gray,,,Healthy,,,,,,sonny,gray,543243,grays001,grayso01,12768,2013,2020,,,2018
Jakob Junis,,,Healthy,,,,,,jakob,junis,596001,junij001,junisja01,13619,2017,2020,,,2018
Michael Fulmer,,,Healthy,,,,,,michael,fulmer,605242,fulmm001,fulmemi01,13218,2016,2020,,,2018
Mike Fiers,,,Healthy,,,,,,mike,fiers,571666,fierm001,fiersmi01,7754,2011,2020,,,2018
Madison Bumgarner,,,Healthy,,,,,,madison,bumgarner,518516,bumgm001,bumgama01,5524,2009,2020,,,2018
Jaime Barria,,,Healthy,,,,,,jaime,barria,642545,barrj003,barrija01,18356,2018,2020,,,2018
Trevor Richards,,,Healthy,,,,,,trevor,richards,670950,richt001,richatr01,19309,2018,2020,,,2018
Luke Weaver,,,Healthy,,,,,,luke,weaver,596133,weavl001,weavelu01,16918,2016,2020,,,2018
Dylan Covey,,,Healthy,,,,,,dylan,covey,592229,coved001,coveydy01,14825,2017,2020,,,2018
James Shields,,,Healthy,,,,,,james,shields,448306,shiej002,shielja02,7059,2006,2018,,,2018
Wei-Yin Chen,,,Healthy,,,,,,wei-yin,chen,612672,chenw001,chenwe02,13071,2012,2019,,,2018
John Gant,,,Healthy,,,,,,john,gant,607231,gantj002,gantjo01,13684,2016,2020,,,2018
Ian Kennedy,,,Healthy,,,,,,ian,kennedy,453178,kenni001,kenneia01,6986,2007,2020,,,2018
Andrew Suarez,,,Healthy,,,,,,andrew,suarez,605498,suara002,suarean01,18300,2018,2020,,,2018
Tyson Ross,,,Healthy,,,,,,tyson,ross,475115,rosst001,rossty01,7872,2010,2019,,,2018
Dylan Bundy,,,Healthy,,,,,,dylan,bundy,605164,bundd001,bundydy01,12917,2012,2020,,,2018
Joey Lucchesi,,,Healthy,,,,,,joey,lucchesi,664192,luccj001,lucchjo01,19320,2018,2020,,,2018
Robbie Ray,,,Healthy,,,,,,robbie,ray,592662,ray-r002,rayro02,11486,2014,2020,,,2018
Jason Hammel,,,Healthy,,,,,,jason,hammel,434628,hammj002,hammeja01,4538,2006,2018,,,2018
Carlos Rodon,,,Healthy,,,,,,carlos,rodon,607074,rodoc001,rodonca01,16137,2015,2020,,,2018
Brent Suter,,,Healthy,,,,,,brent,suter,608718,suteb001,suterbr01,13942,2016,2020,,,2018
Ty Blach,,,Healthy,,,,,,ty,blach,621389,blact002,blachty01,14361,2016,2019,,,2018
Ryan Yarbrough,,,Healthy,,,,,,ryan,yarbrough,642232,yarbr001,yarbrry01,16502,2018,2020,,,2018
Tyler Glasnow,,,Healthy,,,,,,tyler,glasnow,607192,glast001,glasnty01,14374,2016,2020,,,2018
Sal Romano,,,Healthy,,,,,,sal,romano,607219,romas001,romansa01,13690,2017,2020,,,2018
Sam Gaviglio,,,Healthy,,,,,,sam,gaviglio,543208,gavis001,gavigsa01,12778,2017,2020,,,2018
Anthony DeSclafani,,,Healthy,,,,,,anthony,desclafani,543101,desca001,desclan01,13050,2014,2020,,,2018
Chris Stratton,,,Healthy,,,,,,chris,stratton,608717,strac001,stratch01,13761,2016,2020,,,2018
Andrew Cashner,,,Healthy,,,,,,andrew,cashner,488768,casha001,cashnan01,8782,2010,2019,,,2018
Clayton Richard,,,Healthy,,,,,,clayton,richard,453385,richc002,richacl01,3551,2008,2019,,,2018
Daniel Mengden,,,Healthy,,,,,,daniel,mengden,596043,mengd001,mengdda01,16980,2016,2020,,,2018
Marco Estrada,,,Healthy,,,,,,marco,estrada,462136,estrm001,estrama01,1118,2008,2019,,,2018
Francisco Liriano,,,Healthy,,,,,,francisco,liriano,434538,lirif001,liriafr01,3201,2005,2019,,,2018
Tyler Mahle,,,Healthy,,,,,,tyler,mahle,641816,mahlt001,mahlety01,16358,2017,2020,,,2018
Chase Anderson,,,Healthy,,,,,,chase,anderson,502624,andec001,anderch01,6895,2014,2020,,,2018
Felix Hernandez,,,Healthy,,,,,,felix,hernandez,433587,hernf002,hernafe02,4772,2005,2019,,,2018
Matt Moore,,,Healthy,,,,,,matt,moore,519043,moorm003,moorema02,1890,2011,2019,,,2018
Lucas Giolito,,,Healthy,,,,,,lucas,giolito,608337,gioll001,giolilu01,15474,2016,2020,,,2018
David Hess,,,Healthy,,,,,,david,hess,605276,hessd001,hessda01,16130,2018,2020,,,2018
Dan Straily,,,Healthy,,,,,,dan,straily,573185,strad003,straida01,9460,2012,2019,,,2018
Hector Santiago,,,Healthy,,,,,,hector,santiago,502327,santh001,santihe01,4026,2011,2019,,,2018
Homer Bailey,,,Healthy,,,,,,homer,bailey,456701,bailh001,baileho02,8362,2007,2020,,,2018
Tyler Chatwood,,,Healthy,,,,,,tyler,chatwood,543022,chatt001,chatwty01,4338,2011,2020,,,2018
