PLAYER,TEAM,INJURY1,INJURY2,STATUS,DATE1,DATE2,DAYS,CASH EARNED,first_name,last_name,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last,DATE1_NEW,DATE2_NEW,Year
Colin Rea,MIA,,Elbow,15-day,,7/31 - 10/2,64,"$178,432 ",colin,rea,607067,rea-c001,reaco01,12317,2015,2020,,7/31/2016,2016
Nate Karns,SEA,,Back,60-day,,7/30 - 10/2,65,"$186,030 ",nate,karns,501992,karnn001,karnsna01,12638,2013,2019,,7/30/2016,2016
Tyler Glasnow,PIT,,Shoulder,15-day,,7/24 - 8/28,36,"$99,828 ",tyler,glasnow,607192,glast001,glasnty01,14374,2016,2020,,7/24/2016,2016
Rich Hill,LAD/OAK,,Finger,15-day,,7/18 - 8/24,72,"$2,360,664 ",rich,hill,448179,hillr001,hillri01,4806,2005,2020,,7/18/2016,2016
Carlos Rodon,CHW,,Wrist,15-day,,7/6 - 7/31,26,"$73,606 ",carlos,rodon,607074,rodoc001,rodonca01,16137,2015,2020,,7/6/2016,2016
Matt Harvey,NYM,,Shoulder,60-day,,7/5 - 10/2,90,"$2,127,060 ",matt,harvey,518774,harvm001,harvema01,11713,2012,2020,,7/5/2016,2016
Marco Estrada,TOR,,Back,15-day,,7/3 - 7/22,27,"$1,677,603 ",marco,estrada,462136,estrm001,estrama01,1118,2008,2019,,7/3/2016,2016
Joe Ross,WSH,,Shoulder,60-day,,7/3 - 9/18,78,"$219,258 ",joe,ross,605452,rossj002,rossjo01,12972,2015,2019,,7/3/2016,2016
Jameson Taillon,PIT,,Shoulder,15-day,,6/30 - 7/19,20,"$55,460 ",jameson,taillon,592791,tailj001,taillja01,11674,2016,2019,,6/30/2016,2016
Erik Johnson,SD,,Elbow,60-day,,6/29 - 10/2,96,"$266,208 ",erik,johnson,116586,johne001,johnser03,1006455,1993,1994,,6/29/2016,2016
Erik Johnson,SD,,Elbow,60-day,,6/29 - 10/2,96,"$266,208 ",erik,johnson,605304,johne003,johnser04,12520,2013,2016,,6/29/2016,2016
Clayton Kershaw,LAD,,Back,60-day,,6/27 - 9/9,75,"$14,168,625 ",clayton,kershaw,477132,kersc001,kershcl01,2036,2008,2020,,6/27/2016,2016
Colby Lewis,TEX,,Arm,60-day,,6/22 - 9/10,81,"$2,655,747 ",colby,lewis,407890,lewic001,lewisco01,1259,2002,2016,,6/22/2016,2016
Alfredo Simon,CIN,,Shoulder,60-day,,6/16 - 8/29,75,"$819,675 ",alfredo,simon,430580,simoa001,simonal01,2155,2008,2016,,6/16/2016,2016
Sean Manaea,OAK,,Arm,15-day,,6/14 - 6/29,16,"$44,368 ",sean,manaea,640455,manas001,manaese01,15873,2016,2020,,6/14/2016,2016
Yu Darvish,TEX,,Shoulder,15-day,,6/13 - 7/17,91,"$5,316,955 ",yu,darvish,506433,darvy001,darviyu01,13074,2012,2020,,6/13/2016,2016
Wade Miley,SEA,,Shoulder,,,6/13 - 6/29,17,"$572,866 ",wade,miley,489119,milew001,mileywa01,8779,2011,2020,,6/13/2016,2016
Williams Perez,ATL,,Shoulder,60-day,,6/8 - 9/2,87,"$243,078 ",williams,perez,554234,perew001,perezwi01,11592,2015,2016,,6/8/2016,2016
Mike Foltynewicz,ATL,,Elbow,15-day,,6/4 - 6/30,27,"$74,871 ",mike,foltynewicz,592314,foltm001,foltymi01,10811,2014,2020,,6/4/2016,2016
Alex Wood,LAD,,Arm,60-day,,5/31 - 9/20,113,"$327,248 ",alex,wood,622072,wooda002,woodal02,13781,2013,2020,,5/31/2016,2016
Cesar Vargas,SD,,Elbow,60-day,,5/29 - 10/2,127,"$352,171 ",cesar,vargas,570714,vargc002,vargace01,14099,2016,2016,,5/29/2016,2016
Shelby Miller,ARI,,Finger,15-day,,5/27 - 6/20,25,"$594,250 ",shelby,miller,571946,mills001,millesh01,10197,2012,2019,,5/27/2016,2016
Luis Severino,NYY,,Arm,15-day,,5/14 - 5/30,17,"$48,433 ",luis,severino,622663,sevel001,severlu01,15890,2015,2019,,5/14/2016,2016
Kris Medlen,KC,,Shoulder,60-day,,5/12 - 10/2,144,"$4,327,920 ",kris,medlen,450665,medlk001,medlekr01,9417,2009,2018,,5/12/2016,2016
Jon Moscot,CIN,,Shoulder,15-day,,5/7 - 5/31,40,"$111,040 ",jon,moscot,621209,moscj001,moscojo01,13849,2015,2016,,5/7/2016,2016
Garrett Richards,LAA,,Elbow,60-day,,5/6 - 10/2,150,"$5,266,350 ",garrett,richards,572070,richg002,richaga01,9784,2011,2020,,5/6/2016,2016
Chris Bassitt,OAK,,Elbow,60-day,,4/29 - 10/2,157,"$437,559 ",chris,bassitt,605135,bassc001,bassich01,12304,2014,2020,,4/29/2016,2016
Ervin Santana,MIN,,Back,15-day,,4/26 - 5/6,11,"$811,470 ",ervin,santana,429722,sante001,santaer01,3200,2005,2019,,4/26/2016,2016
Kyle Gibson,MIN,,Shoulder,15-day,,4/26 - 6/10,46,"$147,660 ",kyle,gibson,502043,gibsk002,gibsoky01,10123,2013,2020,,4/26/2016,2016
Charlie Morton,PHI,,Hamstring,60-day,,4/24 - 10/2,162,"$7,081,992 ",charlie,morton,119424,mortc101,mortoch01,1009231,1882,1885,,4/24/2016,2016
Charlie Morton,PHI,,Hamstring,60-day,,4/24 - 10/2,162,"$7,081,992 ",charlie,morton,450203,mortc002,mortoch02,4676,2008,2020,,4/24/2016,2016
Yovani Gallardo,BAL,,Shoulder,15-day,,4/23 - 6/18,57,"$2,803,260 ",yovani,gallardo,451596,gally001,gallayo01,8173,2007,2018,,4/23/2016,2016
Edwin Jackson,MIA,,Arm,15-day,,4/19 - 5/20,32,"$88,736 ",edwin,jackson,429719,jacke001,jacksed01,1841,2003,2019,,4/19/2016,2016
Tyson Ross,SD,,Shoulder,60-day,,4/9 - 10/2,177,"$9,309,492 ",tyson,ross,475115,rosst001,rossty01,7872,2010,2019,,4/9/2016,2016
Jose Fernandez,,,Healthy,,,,,,jose,fernandez,150403,fernj001,fernajo01,1003998,1999,2001,,,2016
Jose Fernandez,,,Healthy,,,,,,jose,fernandez,622774,fernj005,fernajo04,14733,2018,2019,,,2016
Jose Fernandez,,,Healthy,,,,,,jose,fernandez,605228,fernj003,fernajo02,11530,2013,2016,,,2016
Noah Syndergaard,,,Healthy,,,,,,noah,syndergaard,592789,syndn001,syndeno01,11762,2015,2019,,,2016
Max Scherzer,,,Healthy,,,,,,max,scherzer,453286,schem001,scherma01,3137,2008,2020,,,2016
Justin Verlander,,,Healthy,,,,,,justin,verlander,434378,verlj001,verlaju01,8700,2005,2020,,,2016
Chris Sale,,,Healthy,,,,,,chris,sale,519242,salec001,salech01,10603,2010,2019,,,2016
Rick Porcello,,,Healthy,,,,,,rick,porcello,519144,porcr001,porceri01,2717,2009,2020,,,2016
Jose Quintana,,,Healthy,,,,,,jose,quintana,500779,quinj001,quintjo01,11423,2012,2020,,,2016
Corey Kluber,,,Healthy,,,,,,corey,kluber,446372,klubc001,klubeco01,2429,2011,2020,,,2016
Johnny Cueto,,,Healthy,,,,,,johnny,cueto,456501,cuetj001,cuetojo01,6893,2008,2020,,,2016
Masahiro Tanaka,,,Healthy,,,,,,masahiro,tanaka,547888,tanam001,tanakma01,15764,2014,2020,,,2016
David Price,,,Healthy,,,,,,david,price,456034,pricd001,priceda01,3184,2008,2019,,,2016
Madison Bumgarner,,,Healthy,,,,,,madison,bumgarner,518516,bumgm001,bumgama01,5524,2009,2020,,,2016
Jon Lester,,,Healthy,,,,,,jon,lester,452657,lestj001,lestejo01,4930,2006,2020,,,2016
Kyle Hendricks,,,Healthy,,,,,,kyle,hendricks,543294,hendk001,hendrky01,12049,2014,2020,,,2016
Jon Gray,,,Healthy,,,,,,jon,gray,592351,grayj003,grayjo02,14916,2015,2020,,,2016
Matt Shoemaker,,,Healthy,,,,,,matt,shoemaker,533167,shoem001,shoemma01,4776,2013,2020,,,2016
Aaron Sanchez,,,Healthy,,,,,,aaron,sanchez,592717,sanca006,sanchaa01,11490,2014,2019,,,2016
Jake Arrieta,,,Healthy,,,,,,jake,arrieta,453562,arrij001,arrieja01,4153,2010,2020,,,2016
Jeremy Hellickson,,,Healthy,,,,,,jeremy,hellickson,476451,hellj001,hellije01,4371,2010,2019,,,2016
Cole Hamels,,,Healthy,,,,,,cole,hamels,430935,hamec001,hamelco01,4972,2006,2020,,,2016
Marcus Stroman,,,Healthy,,,,,,marcus,stroman,573186,strom001,stromma01,13431,2014,2019,,,2016
Tanner Roark,,,Healthy,,,,,,tanner,roark,543699,roart001,roarkta01,8753,2013,2020,,,2016
Robbie Ray,,,Healthy,,,,,,robbie,ray,592662,ray-r002,rayro02,11486,2014,2020,,,2016
Michael Pineda,,,Healthy,,,,,,michael,pineda,501381,pinem001,pinedmi01,5372,2011,2020,,,2016
Carlos Martinez,,,Healthy,,,,,,carlos,martinez,118360,martc002,martica02,1008158,1988,1995,,,2016
Carlos Martinez,,,Healthy,,,,,,carlos,martinez,593372,martc006,martica04,11682,2013,2020,,,2016
Carlos Martinez,,,Healthy,,,,,,carlos,martinez,465593,martc004,martica03,3167,2006,2009,,,2016
Michael Fulmer,,,Healthy,,,,,,michael,fulmer,605242,fulmm001,fulmemi01,13218,2016,2020,,,2016
Kevin Gausman,,,Healthy,,,,,,kevin,gausman,592332,gausk001,gausmke01,14107,2013,2020,,,2016
Jerad Eickhoff,,,Healthy,,,,,,jerad,eickhoff,595191,eickj001,eickhje01,12664,2015,2019,,,2016
Drew Pomeranz,,,Healthy,,,,,,drew,pomeranz,519141,pomed001,pomerdr01,11426,2011,2020,,,2016
Chris Archer,,,Healthy,,,,,,chris,archer,502042,archc001,archech01,6345,2012,2019,,,2016
Kenta Maeda,,,Healthy,,,,,,kenta,maeda,628317,maedk001,maedake01,18498,2016,2020,,,2016
Danny Duffy,,,Healthy,,,,,,danny,duffy,518633,duffd001,duffyda01,3542,2011,2020,,,2016
Steven Wright,,,Healthy,,,,,,steven,wright,453214,wrigs001,wrighst01,8185,2013,2019,,,2016
Gio Gonzalez,,,Healthy,,,,,,gio,gonzalez,461829,gonzg003,gonzagi01,7448,2008,2020,,,2016
Ricky Nolasco,,,Healthy,,,,,,ricky,nolasco,445060,nolar001,nolasri01,3830,2006,2017,,,2016
Miguel Gonzalez,,,Healthy,,,,,,miguel,gonzalez,544838,gonzm004,gonzami04,4049,2013,2013,,,2016
Miguel Gonzalez,,,Healthy,,,,,,miguel,gonzalez,456068,gonzm003,gonzami03,7024,2012,2018,,,2016
Adam Wainwright,,,Healthy,,,,,,adam,wainwright,425794,waina001,wainwad01,2233,2005,2020,,,2016
Chris Devenski,,,Healthy,,,,,,chris,devenski,606965,devec001,devench02,12763,2016,2020,,,2016
Collin McHugh,,,Healthy,,,,,,collin,mchugh,543521,mchuc001,mchugco01,7531,2012,2019,,,2016
Hisashi Iwakuma,,,Healthy,,,,,,hisashi,iwakuma,547874,iwakh001,iwakuhi01,13048,2012,2017,,,2016
CC Sabathia,,,Healthy,,,,,,cc,sabathia,282332,sabac001,sabatc.01,404,2001,2019,,,2016
Trevor Bauer,,,Healthy,,,,,,trevor,bauer,545333,bauet001,bauertr01,12703,2012,2020,,,2016
Zach Davies,,,Healthy,,,,,,zach,davies,605200,daviz001,davieza02,13183,2015,2020,,,2016
Mike Leake,,,Healthy,,,,,,mike,leake,502190,leakm001,leakemi01,10130,2010,2019,,,2016
Chad Bettis,,,Healthy,,,,,,chad,bettis,518452,bettc001,bettich01,10587,2013,2019,,,2016
Bartolo Colon,,,Healthy,,,,,,bartolo,colon,112526,colob001,colonba01,375,1997,2018,,,2016
Dallas Keuchel,,,Healthy,,,,,,dallas,keuchel,572971,keucd001,keuchda01,9434,2012,2020,,,2016
Tyler Anderson,,,Healthy,,,,,,tyler,anderson,542881,andet002,anderty01,12880,2016,2020,,,2016
Zack Greinke,,,Healthy,,,,,,zack,greinke,425844,greiz001,greinza01,1943,2004,2020,,,2016
Martin Perez,,,Healthy,,,,,,martin,perez,527048,perem004,perezma02,6902,2012,2020,,,2016
Junior Guerra,,,Healthy,,,,,,junior,guerra,448855,guerj003,guerrju02,5702,2015,2020,,,2016
Ivan Nova,,,Healthy,,,,,,ivan,nova,467100,novai001,novaiv01,1994,2010,2020,,,2016
Vince Velasquez,,,Healthy,,,,,,vince,velasquez,592826,velav001,velasvi01,11189,2015,2020,,,2016
Jeff Samardzija,,,Healthy,,,,,,jeff,samardzija,502188,samaj001,samarje01,3254,2008,2020,,,2016
Anthony DeSclafani,,,Healthy,,,,,,anthony,desclafani,543101,desca001,desclan01,13050,2014,2020,,,2016
Matt Moore,,,Healthy,,,,,,matt,moore,519043,moorm003,moorema02,1890,2011,2019,,,2016
Archie Bradley,,,Healthy,,,,,,archie,bradley,605151,brada001,bradlar01,12918,2015,2020,,,2016
Ian Kennedy,,,Healthy,,,,,,ian,kennedy,453178,kenni001,kenneia01,6986,2007,2020,,,2016
Kendall Graveman,,,Healthy,,,,,,kendall,graveman,608665,gravk001,graveke01,15514,2014,2020,,,2016
Matt Andriese,,,Healthy,,,,,,matt,andriese,542882,andrm001,andrima01,12022,2015,2020,,,2016
Jake Odorizzi,,,Healthy,,,,,,jake,odorizzi,543606,odorj001,odorija01,6397,2012,2020,,,2016
Michael Wacha,,,Healthy,,,,,,michael,wacha,608379,wachm001,wachami01,14078,2013,2020,,,2016
Drew Smyly,,,Healthy,,,,,,drew,smyly,592767,smyld001,smylydr01,11760,2012,2020,,,2016
Jhoulys Chacin,,,Healthy,,,,,,jhoulys,chacin,468504,chacj001,chacijh01,2608,2009,2020,,,2016
Christian Friedrich,,,Healthy,,,,,,christian,friedrich,543184,friec001,friedch01,7942,2012,2016,,,2016
Edinson Volquez,,,Healthy,,,,,,edinson,volquez,450172,volqe001,volqued01,3990,2005,2020,,,2016
Ubaldo Jimenez,,,Healthy,,,,,,ubaldo,jimenez,434622,jimeu001,jimenub01,3374,2006,2017,,,2016
Yordano Ventura,,,Healthy,,,,,,yordano,ventura,570649,venty001,ventuyo01,11855,2013,2016,,,2016
Adam Conley,,,Healthy,,,,,,adam,conley,543045,conla001,conlead01,14457,2015,2019,,,2016
Mike Fiers,,,Healthy,,,,,,mike,fiers,571666,fierm001,fiersmi01,7754,2011,2020,,,2016
Juan Nicasio,,,Healthy,,,,,,juan,nicasio,504379,nicaj001,nicasju01,7731,2011,2020,,,2016
Jason Hammel,,,Healthy,,,,,,jason,hammel,434628,hammj002,hammeja01,4538,2006,2018,,,2016
Tyler Duffey,,,Healthy,,,,,,tyler,duffey,608648,dufft001,duffety01,13758,2015,2020,,,2016
Dan Straily,,,Healthy,,,,,,dan,straily,573185,strad003,straida01,9460,2012,2019,,,2016
Matt Garza,,,Healthy,,,,,,matt,garza,490063,garzm001,garzama01,3340,2006,2017,,,2016
Eduardo Rodriguez,,,Healthy,,,,,,eduardo,rodriguez,593958,rodre004,rodried05,13164,2015,2019,,,2016
Eduardo Rodriguez,,,Healthy,,,,,,eduardo,rodriguez,121350,rodre102,rodried01,1011102,1973,1979,,,2016
Felix Hernandez,,,Healthy,,,,,,felix,hernandez,433587,hernf002,hernafe02,4772,2005,2019,,,2016
Tom Koehler,,,Healthy,,,,,,tom,koehler,543408,koeht001,koehlto01,6570,2012,2017,,,2016
Derek Holland,,,Healthy,,,,,,derek,holland,502706,holld003,hollade01,4141,2009,2020,,,2016
Jaime Garcia,,,Healthy,,,,,,jaime,garcia,448802,garcj004,garcija02,8137,2008,2018,,,2016
Josh Tomlin,,,Healthy,,,,,,josh,tomlin,458708,tomlj001,tomlijo01,9388,2010,2020,,,2016
Dylan Bundy,,,Healthy,,,,,,dylan,bundy,605164,bundd001,bundydy01,12917,2012,2020,,,2016
Ross Stripling,,,Healthy,,,,,,ross,stripling,548389,strir001,stripro01,13273,2016,2020,,,2016
Mike Montgomery,,,Healthy,,,,,,mike,montgomery,543557,montm002,montgmi01,4869,2015,2020,,,2016
Anibal Sanchez,,,Healthy,,,,,,anibal,sanchez,434671,sanca004,sanchan01,3284,2006,2020,,,2016
Wei-Yin Chen,,,Healthy,,,,,,wei-yin,chen,612672,chenw001,chenwe02,13071,2012,2019,,,2016
Doug Fister,,,Healthy,,,,,,doug,fister,450729,fistd001,fistedo01,9425,2009,2018,,,2016
Hector Santiago,,,Healthy,,,,,,hector,santiago,502327,santh001,santihe01,4026,2011,2019,,,2016
Taijuan Walker,,,Healthy,,,,,,taijuan,walker,592836,walkt004,walketa01,11836,2013,2020,,,2016
Jake Peavy,,,Healthy,,,,,,jake,peavy,408241,peavj001,peavyja01,1051,2002,2016,,,2016
Wily Peralta,,,Healthy,,,,,,wily,peralta,503449,peraw001,peralwi01,7738,2012,2019,,,2016
Patrick Corbin,,,Healthy,,,,,,patrick,corbin,571578,corbp001,corbipa01,9323,2012,2020,,,2016
Brandon Finnegan,,,Healthy,,,,,,brandon,finnegan,605232,finnb001,finnebr01,16208,2014,2018,,,2016
Bud Norris,,,Healthy,,,,,,bud,norris,502032,norrb001,norribu01,9492,2009,2018,,,2016
Adam Morgan,,,Healthy,,,,,,adam,morgan,605388,morga001,morgaad01,12580,2015,2020,,,2016
Mike Pelfrey,,,Healthy,,,,,,mike,pelfrey,460059,pelfm001,pelfrmi01,5203,2006,2017,,,2016
Jimmy Nelson,,,Healthy,,,,,,jimmy,nelson,519076,nelsj004,nelsoji02,10547,2013,2019,,,2016
Matt Wisler,,,Healthy,,,,,,matt,wisler,605538,wislm001,wislema01,12804,2015,2020,,,2016
Francisco Liriano,,,Healthy,,,,,,francisco,liriano,434538,lirif001,liriafr01,3201,2005,2019,,,2016
Clay Buchholz,,,Healthy,,,,,,clay,buchholz,453329,buchc001,buchhcl01,3543,2007,2019,,,2016
Chase Anderson,,,Healthy,,,,,,chase,anderson,502624,andec001,anderch01,6895,2014,2020,,,2016
Andrew Cashner,,,Healthy,,,,,,andrew,cashner,488768,casha001,cashnan01,8782,2010,2019,,,2016
Jeff Locke,,,Healthy,,,,,,jeff,locke,502046,lockj001,lockeje01,2929,2011,2017,,,2016
Luis Perdomo,,,Healthy,,,,,,luis,perdomo,606131,perdl002,perdolu02,14682,2016,2020,,,2016
Luis Perdomo,,,Healthy,,,,,,luis,perdomo,466412,perdl001,perdolu01,5380,2009,2012,,,2016
Jered Weaver,,,Healthy,,,,,,jered,weaver,450308,weavj003,weaveje02,4235,2006,2017,,,2016
Dillon Gee,,,Healthy,,,,,,dillon,gee,518716,gee-d001,geedi01,7396,2010,2017,,,2016
James Shields,,,Healthy,,,,,,james,shields,448306,shiej002,shielja02,7059,2006,2018,,,2016
